id,MONTH,YEAR,LATITUDE,LONGITUDE,PRECIPITATION,No_Smoothing,Lowess(5)
6046,198311,1983,47.43706,8.23129,82.3,0.31,0.21
6047,198311,1983,47.44387,8.56124,79.7,0.31,0.21
6048,198311,1983,47.44579,8.89361,65.1,0.31,0.21
6049,198311,1983,47.44849,9.22459,70.1,0.31,0.21
6050,198311,1983,47.64917,7.55861,71.8,0.31,0.21
6051,198311,1983,47.65609,7.89106,78.0,0.31,0.21
6052,198311,1983,47.66199,8.22357,82.9,0.31,0.21
6053,198311,1983,47.66689,8.55615,63.9,0.31,0.21
6054,198311,1983,47.66881,8.88097,65.4,0.31,0.21
6055,198311,1983,47.67466,9.2107,69.89999999999999,0.31,0.21
6056,198311,1983,47.69319,9.57481,71.7,0.31,0.21
6057,198311,1983,47.89182,8.54981,66.1,0.31,0.21
6058,198312,1983,45.83319,6.99776,54.9,0.31,0.21
6059,198312,1983,45.84178,7.31894,47.1,0.31,0.21
6060,198312,1983,45.8494,7.64021,47.7,0.31,0.21
6061,198312,1983,45.85606,7.96156,60.0,0.31,0.21
6062,198312,1983,45.86814,9.24811,98.1,0.31,0.21
6063,198312,1983,45.86874,8.92559,89.4,0.31,0.21
6064,198312,1983,46.02644,6.01836,56.2,0.31,0.21
6065,198312,1983,46.04858,6.66286,51.1,0.31,0.21
6066,198312,1983,46.05819,6.98528,52.5,0.31,0.21
6067,198312,1983,46.06682,7.30779,55.5,0.31,0.21
6068,198312,1983,46.07448,7.6304,56.9,0.31,0.21
6069,198312,1983,46.08116,7.95308,60.699999999999996,0.31,0.21
6070,198312,1983,46.08687,8.27583,76.7,0.31,0.21
6071,198312,1983,46.09494,8.92544,83.8,0.31,0.21
6072,198312,1983,46.09638,8.58469,83.8,0.31,0.21
6073,198312,1983,46.10113,9.23792,93.9,0.31,0.21
6074,198312,1983,46.25144,6.00029,62.1,0.31,0.21
6075,198312,1983,46.25152,6.33557,57.0,0.31,0.21
6076,198312,1983,46.2735,6.64891,50.199999999999996,0.31,0.21
6077,198312,1983,46.28289,6.97299,43.4,0.31,0.21
6078,198312,1983,46.29183,7.29652,42.0,0.31,0.21
6079,198312,1983,46.29953,7.62048,48.1,0.31,0.21
6080,198312,1983,46.30624,7.94451,54.4,0.31,0.21
6081,198312,1983,46.31198,8.26861,61.4,0.31,0.21
6082,198312,1983,46.31673,8.59276,63.6,0.31,0.21
6083,198312,1983,46.3205,8.91696,65.8,0.31,0.21
6084,198312,1983,46.32329,9.2412,77.30000000000001,0.31,0.21
6085,198312,1983,46.3251,9.56547,66.4,0.31,0.21
6086,198312,1983,46.32576,10.21403,73.2,0.31,0.21
6087,198312,1983,46.32592,9.88974,66.9,0.31,0.21
6088,198312,1983,46.47603,5.98489,71.3,0.31,0.21
6089,198312,1983,46.50778,6.2883,59.0,0.31,0.21
6090,198312,1983,46.51673,6.97082,42.5,0.31,0.21
6091,198312,1983,46.51681,7.28513,40.3,0.31,0.21
6092,198312,1983,46.52454,7.61045,39.7,0.31,0.21
6093,198312,1983,46.53129,7.93584,51.5,0.31,0.21
6094,198312,1983,46.53456,6.64066,50.9,0.31,0.21
6095,198312,1983,46.53705,8.2613,50.3,0.31,0.21
6096,198312,1983,46.54183,8.58683,55.0,0.31,0.21
6097,198312,1983,46.54562,8.9124,54.7,0.31,0.21
6098,198312,1983,46.54842,9.238,56.5,0.31,0.21
6099,198312,1983,46.54976,10.54057,46.5,0.31,0.21
6100,198312,1983,46.55023,9.56363,54.5,0.31,0.21
6101,198312,1983,46.5509,10.21493,52.800000000000004,0.31,0.21
6102,198312,1983,46.55106,9.88928,52.4,0.31,0.21
6103,198312,1983,46.70077,5.96788,57.9,0.31,0.21
6104,198312,1983,46.71353,6.29425,50.699999999999996,0.31,0.21
6105,198312,1983,46.71743,6.61481,48.5,0.31,0.21
6106,198312,1983,46.73315,6.94607,40.1,0.31,0.21
6107,198312,1983,46.74177,7.27367,37.5,0.31,0.21
6108,198312,1983,46.7526,7.59435,39.300000000000004,0.31,0.21
6109,198312,1983,46.75935,7.92738,38.1,0.31,0.21
6110,198312,1983,46.76125,8.25429,45.5,0.31,0.21
6111,198312,1983,46.76689,8.58083,51.400000000000006,0.31,0.21
6112,198312,1983,46.7707,8.90778,54.6,0.31,0.21
6113,198312,1983,46.77352,9.23477,54.8,0.31,0.21
6114,198312,1983,46.77487,10.54287,40.8,0.31,0.21
6115,198312,1983,46.77534,9.56178,55.2,0.31,0.21
6116,198312,1983,46.77602,10.21584,49.9,0.31,0.21
6117,198312,1983,46.77618,9.88881,51.7,0.31,0.21
6118,198312,1983,46.93727,6.27833,46.7,0.31,0.21
6119,198312,1983,46.94998,6.60302,44.4,0.31,0.21
6120,198312,1983,46.96392,7.26749,35.8,0.31,0.21
6121,198312,1983,46.97448,7.59006,34.4,0.31,0.21
6122,198312,1983,46.98129,7.91822,29.1,0.31,0.21
6123,198312,1983,46.98568,8.23908,34.9,0.31,0.21
6124,198312,1983,46.99292,6.92433,38.2,0.31,0.21
6125,198312,1983,46.99537,8.9035,45.4,0.31,0.21
6126,198312,1983,46.99859,9.23149,51.2,0.31,0.21
6127,198312,1983,46.99995,10.54519,47.8,0.31,0.21
6128,198312,1983,47.00042,9.55991,51.3,0.31,0.21
6129,198312,1983,47.0011,10.21676,48.1,0.31,0.21
6130,198312,1983,47.00126,9.88833,48.4,0.31,0.21
6131,198312,1983,47.00145,8.58394,40.6,0.31,0.21
6132,198312,1983,47.17286,6.59151,40.6,0.31,0.21
6133,198312,1983,47.18271,6.9208,37.3,0.31,0.21
6134,198312,1983,47.1942,7.25201,34.7,0.31,0.21
6135,198312,1983,47.1994,7.57969,33.3,0.31,0.21
6136,198312,1983,47.20625,7.90927,33.1,0.31,0.21
6137,198312,1983,47.2126,8.24111,33.699999999999996,0.31,0.21
6138,198312,1983,47.21777,8.56578,34.7,0.31,0.21
6139,198312,1983,47.2223,8.90493,42.1,0.31,0.21
6140,198312,1983,47.22548,9.55801,42.7,0.31,0.21
6141,198312,1983,47.22736,9.22899,53.9,0.31,0.21
6142,198312,1983,47.40752,6.90748,33.6,0.31,0.21
6143,198312,1983,47.41641,7.2383,37.0,0.31,0.21
6144,198312,1983,47.42132,9.55533,48.4,0.31,0.21
6145,198312,1983,47.4243,7.56921,39.199999999999996,0.31,0.21
6146,198312,1983,47.43118,7.90021,39.5,0.31,0.21
6147,198312,1983,47.43706,8.23129,37.0,0.31,0.21
6148,198312,1983,47.44387,8.56124,26.1,0.31,0.21
6149,198312,1983,47.44579,8.89361,35.2,0.31,0.21
6150,198312,1983,47.44849,9.22459,41.4,0.31,0.21
6151,198312,1983,47.64917,7.55861,47.0,0.31,0.21
6152,198312,1983,47.65609,7.89106,54.0,0.31,0.21
6153,198312,1983,47.66199,8.22357,48.9,0.31,0.21
6154,198312,1983,47.66689,8.55615,36.1,0.31,0.21
6155,198312,1983,47.66881,8.88097,34.5,0.31,0.21
6156,198312,1983,47.67466,9.2107,32.6,0.31,0.21
6157,198312,1983,47.69319,9.57481,41.3,0.31,0.21
6158,198312,1983,47.89182,8.54981,39.0,0.31,0.21
6159,198401,1984,45.83319,6.99776,112.19999999999999,0.16,0.21
6160,198401,1984,45.84178,7.31894,75.4,0.16,0.21
6161,198401,1984,45.8494,7.64021,57.3,0.16,0.21
6162,198401,1984,45.85606,7.96156,44.8,0.16,0.21
6163,198401,1984,45.86814,9.24811,17.6,0.16,0.21
6164,198401,1984,45.86874,8.92559,18.0,0.16,0.21
6165,198401,1984,46.02644,6.01836,125.6,0.16,0.21
6166,198401,1984,46.04858,6.66286,119.8,0.16,0.21
6167,198401,1984,46.05819,6.98528,112.8,0.16,0.21
6168,198401,1984,46.06682,7.30779,85.0,0.16,0.21
6169,198401,1984,46.07448,7.6304,65.4,0.16,0.21
6170,198401,1984,46.08116,7.95308,47.6,0.16,0.21
6171,198401,1984,46.08687,8.27583,34.8,0.16,0.21
6172,198401,1984,46.09494,8.92544,20.7,0.16,0.21
6173,198401,1984,46.09638,8.58469,27.9,0.16,0.21
6174,198401,1984,46.10113,9.23792,18.4,0.16,0.21
6175,198401,1984,46.25144,6.00029,134.5,0.16,0.21
6176,198401,1984,46.25152,6.33557,127.6,0.16,0.21
6177,198401,1984,46.2735,6.64891,120.0,0.16,0.21
6178,198401,1984,46.28289,6.97299,108.9,0.16,0.21
6179,198401,1984,46.29183,7.29652,98.4,0.16,0.21
6180,198401,1984,46.29953,7.62048,67.9,0.16,0.21
6181,198401,1984,46.30624,7.94451,53.300000000000004,0.16,0.21
6182,198401,1984,46.31198,8.26861,53.6,0.16,0.21
6183,198401,1984,46.31673,8.59276,41.1,0.16,0.21
6184,198401,1984,46.3205,8.91696,36.6,0.16,0.21
6185,198401,1984,46.32329,9.2412,30.6,0.16,0.21
6186,198401,1984,46.3251,9.56547,28.4,0.16,0.21
6187,198401,1984,46.32576,10.21403,22.5,0.16,0.21
6188,198401,1984,46.32592,9.88974,23.6,0.16,0.21
6189,198401,1984,46.47603,5.98489,149.6,0.16,0.21
6190,198401,1984,46.50778,6.2883,122.4,0.16,0.21
6191,198401,1984,46.51673,6.97082,93.5,0.16,0.21
6192,198401,1984,46.51681,7.28513,88.5,0.16,0.21
6193,198401,1984,46.52454,7.61045,85.7,0.16,0.21
6194,198401,1984,46.53129,7.93584,67.2,0.16,0.21
6195,198401,1984,46.53456,6.64066,107.4,0.16,0.21
6196,198401,1984,46.53705,8.2613,63.0,0.16,0.21
6197,198401,1984,46.54183,8.58683,64.3,0.16,0.21
6198,198401,1984,46.54562,8.9124,50.0,0.16,0.21
6199,198401,1984,46.54842,9.238,41.7,0.16,0.21
6200,198401,1984,46.54976,10.54057,27.7,0.16,0.21
6201,198401,1984,46.55023,9.56363,36.8,0.16,0.21
6202,198401,1984,46.5509,10.21493,31.5,0.16,0.21
6203,198401,1984,46.55106,9.88928,37.3,0.16,0.21
6204,198401,1984,46.70077,5.96788,119.4,0.16,0.21
6205,198401,1984,46.71353,6.29425,110.6,0.16,0.21
6206,198401,1984,46.71743,6.61481,102.7,0.16,0.21
6207,198401,1984,46.73315,6.94607,86.6,0.16,0.21
6208,198401,1984,46.74177,7.27367,95.6,0.16,0.21
6209,198401,1984,46.7526,7.59435,89.3,0.16,0.21
6210,198401,1984,46.75935,7.92738,72.2,0.16,0.21
6211,198401,1984,46.76125,8.25429,67.6,0.16,0.21
6212,198401,1984,46.76689,8.58083,67.1,0.16,0.21
6213,198401,1984,46.7707,8.90778,57.4,0.16,0.21
6214,198401,1984,46.77352,9.23477,52.2,0.16,0.21
6215,198401,1984,46.77487,10.54287,35.9,0.16,0.21
6216,198401,1984,46.77534,9.56178,54.4,0.16,0.21
6217,198401,1984,46.77602,10.21584,52.4,0.16,0.21
6218,198401,1984,46.77618,9.88881,49.5,0.16,0.21
6219,198401,1984,46.93727,6.27833,110.0,0.16,0.21
6220,198401,1984,46.94998,6.60302,101.4,0.16,0.21
6221,198401,1984,46.96392,7.26749,95.8,0.16,0.21
6222,198401,1984,46.97448,7.59006,89.1,0.16,0.21
6223,198401,1984,46.98129,7.91822,75.7,0.16,0.21
6224,198401,1984,46.98568,8.23908,78.6,0.16,0.21
6225,198401,1984,46.99292,6.92433,101.89999999999999,0.16,0.21
6226,198401,1984,46.99537,8.9035,67.9,0.16,0.21
6227,198401,1984,46.99859,9.23149,68.9,0.16,0.21
6228,198401,1984,46.99995,10.54519,68.2,0.16,0.21
6229,198401,1984,47.00042,9.55991,74.4,0.16,0.21
6230,198401,1984,47.0011,10.21676,72.1,0.16,0.21
6231,198401,1984,47.00126,9.88833,74.7,0.16,0.21
6232,198401,1984,47.00145,8.58394,71.3,0.16,0.21
6233,198401,1984,47.17286,6.59151,97.6,0.16,0.21
6234,198401,1984,47.18271,6.9208,93.0,0.16,0.21
6235,198401,1984,47.1942,7.25201,104.3,0.16,0.21
6236,198401,1984,47.1994,7.57969,97.7,0.16,0.21
6237,198401,1984,47.20625,7.90927,91.7,0.16,0.21
6238,198401,1984,47.2126,8.24111,91.6,0.16,0.21
6239,198401,1984,47.21777,8.56578,88.0,0.16,0.21
6240,198401,1984,47.2223,8.90493,83.8,0.16,0.21
6241,198401,1984,47.22548,9.55801,88.8,0.16,0.21
6242,198401,1984,47.22736,9.22899,104.0,0.16,0.21
6243,198401,1984,47.40752,6.90748,104.5,0.16,0.21
6244,198401,1984,47.41641,7.2383,106.1,0.16,0.21
6245,198401,1984,47.42132,9.55533,95.0,0.16,0.21
6246,198401,1984,47.4243,7.56921,105.4,0.16,0.21
6247,198401,1984,47.43118,7.90021,101.0,0.16,0.21
6248,198401,1984,47.43706,8.23129,97.7,0.16,0.21
6249,198401,1984,47.44387,8.56124,93.7,0.16,0.21
6250,198401,1984,47.44579,8.89361,94.0,0.16,0.21
6251,198401,1984,47.44849,9.22459,93.3,0.16,0.21
6252,198401,1984,47.64917,7.55861,117.7,0.16,0.21
6253,198401,1984,47.65609,7.89106,123.6,0.16,0.21
6254,198401,1984,47.66199,8.22357,121.8,0.16,0.21
6255,198401,1984,47.66689,8.55615,113.7,0.16,0.21
6256,198401,1984,47.66881,8.88097,108.9,0.16,0.21
6257,198401,1984,47.67466,9.2107,97.3,0.16,0.21
6258,198401,1984,47.69319,9.57481,97.0,0.16,0.21
6259,198401,1984,47.89182,8.54981,128.9,0.16,0.21
6260,198402,1984,45.83319,6.99776,69.8,0.16,0.21
6261,198402,1984,45.84178,7.31894,53.8,0.16,0.21
6262,198402,1984,45.8494,7.64021,46.7,0.16,0.21
6263,198402,1984,45.85606,7.96156,36.0,0.16,0.21
6264,198402,1984,45.86814,9.24811,50.5,0.16,0.21
6265,198402,1984,45.86874,8.92559,38.5,0.16,0.21
6266,198402,1984,46.02644,6.01836,84.7,0.16,0.21
6267,198402,1984,46.04858,6.66286,78.5,0.16,0.21
6268,198402,1984,46.05819,6.98528,66.6,0.16,0.21
6269,198402,1984,46.06682,7.30779,57.300000000000004,0.16,0.21
6270,198402,1984,46.07448,7.6304,48.1,0.16,0.21
6271,198402,1984,46.08116,7.95308,37.7,0.16,0.21
6272,198402,1984,46.08687,8.27583,35.2,0.16,0.21
6273,198402,1984,46.09494,8.92544,36.9,0.16,0.21
6274,198402,1984,46.09638,8.58469,34.9,0.16,0.21
6275,198402,1984,46.10113,9.23792,38.0,0.16,0.21
6276,198402,1984,46.25144,6.00029,89.10000000000001,0.16,0.21
6277,198402,1984,46.25152,6.33557,86.2,0.16,0.21
6278,198402,1984,46.2735,6.64891,80.8,0.16,0.21
6279,198402,1984,46.28289,6.97299,67.0,0.16,0.21
6280,198402,1984,46.29183,7.29652,64.4,0.16,0.21
6281,198402,1984,46.29953,7.62048,55.8,0.16,0.21
6282,198402,1984,46.30624,7.94451,44.4,0.16,0.21
6283,198402,1984,46.31198,8.26861,47.1,0.16,0.21
6284,198402,1984,46.31673,8.59276,43.7,0.16,0.21
6285,198402,1984,46.3205,8.91696,44.1,0.16,0.21
6286,198402,1984,46.32329,9.2412,37.8,0.16,0.21
6287,198402,1984,46.3251,9.56547,38.8,0.16,0.21
6288,198402,1984,46.32576,10.21403,30.8,0.16,0.21
6289,198402,1984,46.32592,9.88974,37.3,0.16,0.21
6290,198402,1984,46.47603,5.98489,102.89999999999999,0.16,0.21
6291,198402,1984,46.50778,6.2883,91.5,0.16,0.21
6292,198402,1984,46.51673,6.97082,72.7,0.16,0.21
6293,198402,1984,46.51681,7.28513,66.8,0.16,0.21
6294,198402,1984,46.52454,7.61045,64.5,0.16,0.21
6295,198402,1984,46.53129,7.93584,56.099999999999994,0.16,0.21
6296,198402,1984,46.53456,6.64066,81.7,0.16,0.21
6297,198402,1984,46.53705,8.2613,54.3,0.16,0.21
6298,198402,1984,46.54183,8.58683,59.1,0.16,0.21
6299,198402,1984,46.54562,8.9124,53.1,0.16,0.21
6300,198402,1984,46.54842,9.238,50.8,0.16,0.21
6301,198402,1984,46.54976,10.54057,43.4,0.16,0.21
6302,198402,1984,46.55023,9.56363,49.800000000000004,0.16,0.21
6303,198402,1984,46.5509,10.21493,44.5,0.16,0.21
6304,198402,1984,46.55106,9.88928,50.8,0.16,0.21
6305,198402,1984,46.70077,5.96788,85.5,0.16,0.21
6306,198402,1984,46.71353,6.29425,81.60000000000001,0.16,0.21
6307,198402,1984,46.71743,6.61481,77.5,0.16,0.21
6308,198402,1984,46.73315,6.94607,70.1,0.16,0.21
6309,198402,1984,46.74177,7.27367,68.7,0.16,0.21
6310,198402,1984,46.7526,7.59435,64.6,0.16,0.21
6311,198402,1984,46.75935,7.92738,57.5,0.16,0.21
6312,198402,1984,46.76125,8.25429,58.1,0.16,0.21
6313,198402,1984,46.76689,8.58083,57.0,0.16,0.21
6314,198402,1984,46.7707,8.90778,57.7,0.16,0.21
6315,198402,1984,46.77352,9.23477,59.199999999999996,0.16,0.21
6316,198402,1984,46.77487,10.54287,62.5,0.16,0.21
6317,198402,1984,46.77534,9.56178,66.8,0.16,0.21
6318,198402,1984,46.77602,10.21584,71.1,0.16,0.21
6319,198402,1984,46.77618,9.88881,66.89999999999999,0.16,0.21
6320,198402,1984,46.93727,6.27833,76.7,0.16,0.21
6321,198402,1984,46.94998,6.60302,72.7,0.16,0.21
6322,198402,1984,46.96392,7.26749,66.6,0.16,0.21
6323,198402,1984,46.97448,7.59006,64.3,0.16,0.21
6324,198402,1984,46.98129,7.91822,60.9,0.16,0.21
6325,198402,1984,46.98568,8.23908,62.7,0.16,0.21
6326,198402,1984,46.99292,6.92433,68.0,0.16,0.21
6327,198402,1984,46.99537,8.9035,61.0,0.16,0.21
6328,198402,1984,46.99859,9.23149,66.3,0.16,0.21
6329,198402,1984,46.99995,10.54519,87.9,0.16,0.21
6330,198402,1984,47.00042,9.55991,76.7,0.16,0.21
6331,198402,1984,47.0011,10.21676,88.5,0.16,0.21
6332,198402,1984,47.00126,9.88833,85.1,0.16,0.21
6333,198402,1984,47.00145,8.58394,58.5,0.16,0.21
6334,198402,1984,47.17286,6.59151,72.1,0.16,0.21
6335,198402,1984,47.18271,6.9208,68.10000000000001,0.16,0.21
6336,198402,1984,47.1942,7.25201,72.1,0.16,0.21
6337,198402,1984,47.1994,7.57969,72.19999999999999,0.16,0.21
6338,198402,1984,47.20625,7.90927,72.8,0.16,0.21
6339,198402,1984,47.2126,8.24111,70.3,0.16,0.21
6340,198402,1984,47.21777,8.56578,65.4,0.16,0.21
6341,198402,1984,47.2223,8.90493,71.0,0.16,0.21
6342,198402,1984,47.22548,9.55801,84.7,0.16,0.21
6343,198402,1984,47.22736,9.22899,75.9,0.16,0.21
6344,198402,1984,47.40752,6.90748,71.1,0.16,0.21
6345,198402,1984,47.41641,7.2383,69.9,0.16,0.21
6346,198402,1984,47.42132,9.55533,80.5,0.16,0.21
6347,198402,1984,47.4243,7.56921,73.0,0.16,0.21
6348,198402,1984,47.43118,7.90021,73.0,0.16,0.21
6349,198402,1984,47.43706,8.23129,72.6,0.16,0.21
6350,198402,1984,47.44387,8.56124,62.9,0.16,0.21
6351,198402,1984,47.44579,8.89361,68.89999999999999,0.16,0.21
6352,198402,1984,47.44849,9.22459,73.8,0.16,0.21
6353,198402,1984,47.64917,7.55861,73.1,0.16,0.21
6354,198402,1984,47.65609,7.89106,80.0,0.16,0.21
6355,198402,1984,47.66199,8.22357,80.8,0.16,0.21
6356,198402,1984,47.66689,8.55615,72.5,0.16,0.21
6357,198402,1984,47.66881,8.88097,71.2,0.16,0.21
6358,198402,1984,47.67466,9.2107,77.1,0.16,0.21
6359,198402,1984,47.69319,9.57481,78.1,0.16,0.21
6360,198402,1984,47.89182,8.54981,79.9,0.16,0.21
6361,198403,1984,45.83319,6.99776,51.2,0.16,0.21
6362,198403,1984,45.84178,7.31894,39.800000000000004,0.16,0.21
6363,198403,1984,45.8494,7.64021,46.0,0.16,0.21
6364,198403,1984,45.85606,7.96156,55.4,0.16,0.21
6365,198403,1984,45.86814,9.24811,79.9,0.16,0.21
6366,198403,1984,45.86874,8.92559,73.4,0.16,0.21
6367,198403,1984,46.02644,6.01836,57.3,0.16,0.21
6368,198403,1984,46.04858,6.66286,52.7,0.16,0.21
6369,198403,1984,46.05819,6.98528,47.7,0.16,0.21
6370,198403,1984,46.06682,7.30779,45.9,0.16,0.21
6371,198403,1984,46.07448,7.6304,45.199999999999996,0.16,0.21
6372,198403,1984,46.08116,7.95308,53.6,0.16,0.21
6373,198403,1984,46.08687,8.27583,58.4,0.16,0.21
6374,198403,1984,46.09494,8.92544,68.2,0.16,0.21
6375,198403,1984,46.09638,8.58469,66.89999999999999,0.16,0.21
6376,198403,1984,46.10113,9.23792,73.1,0.16,0.21
6377,198403,1984,46.25144,6.00029,61.1,0.16,0.21
6378,198403,1984,46.25152,6.33557,59.1,0.16,0.21
6379,198403,1984,46.2735,6.64891,55.0,0.16,0.21
6380,198403,1984,46.28289,6.97299,46.6,0.16,0.21
6381,198403,1984,46.29183,7.29652,45.1,0.16,0.21
6382,198403,1984,46.29953,7.62048,43.800000000000004,0.16,0.21
6383,198403,1984,46.30624,7.94451,46.6,0.16,0.21
6384,198403,1984,46.31198,8.26861,53.6,0.16,0.21
6385,198403,1984,46.31673,8.59276,59.49999999999999,0.16,0.21
6386,198403,1984,46.3205,8.91696,61.6,0.16,0.21
6387,198403,1984,46.32329,9.2412,69.30000000000001,0.16,0.21
6388,198403,1984,46.3251,9.56547,62.2,0.16,0.21
6389,198403,1984,46.32576,10.21403,46.3,0.16,0.21
6390,198403,1984,46.32592,9.88974,56.3,0.16,0.21
6391,198403,1984,46.47603,5.98489,77.2,0.16,0.21
6392,198403,1984,46.50778,6.2883,67.7,0.16,0.21
6393,198403,1984,46.51673,6.97082,47.6,0.16,0.21
6394,198403,1984,46.51681,7.28513,39.9,0.16,0.21
6395,198403,1984,46.52454,7.61045,43.4,0.16,0.21
6396,198403,1984,46.53129,7.93584,44.099999999999994,0.16,0.21
6397,198403,1984,46.53456,6.64066,54.6,0.16,0.21
6398,198403,1984,46.53705,8.2613,48.2,0.16,0.21
6399,198403,1984,46.54183,8.58683,47.1,0.16,0.21
6400,198403,1984,46.54562,8.9124,53.7,0.16,0.21
6401,198403,1984,46.54842,9.238,57.0,0.16,0.21
6402,198403,1984,46.54976,10.54057,42.2,0.16,0.21
6403,198403,1984,46.55023,9.56363,53.5,0.16,0.21
6404,198403,1984,46.5509,10.21493,38.300000000000004,0.16,0.21
6405,198403,1984,46.55106,9.88928,51.4,0.16,0.21
6406,198403,1984,46.70077,5.96788,65.5,0.16,0.21
6407,198403,1984,46.71353,6.29425,60.7,0.16,0.21
6408,198403,1984,46.71743,6.61481,52.2,0.16,0.21
6409,198403,1984,46.73315,6.94607,40.0,0.16,0.21
6410,198403,1984,46.74177,7.27367,36.4,0.16,0.21
6411,198403,1984,46.7526,7.59435,36.9,0.16,0.21
6412,198403,1984,46.75935,7.92738,33.3,0.16,0.21
6413,198403,1984,46.76125,8.25429,40.8,0.16,0.21
6414,198403,1984,46.76689,8.58083,37.7,0.16,0.21
6415,198403,1984,46.7707,8.90778,41.1,0.16,0.21
6416,198403,1984,46.77352,9.23477,44.6,0.16,0.21
6417,198403,1984,46.77487,10.54287,49.0,0.16,0.21
6418,198403,1984,46.77534,9.56178,42.2,0.16,0.21
6419,198403,1984,46.77602,10.21584,47.3,0.16,0.21
6420,198403,1984,46.77618,9.88881,40.2,0.16,0.21
6421,198403,1984,46.93727,6.27833,54.4,0.16,0.21
6422,198403,1984,46.94998,6.60302,47.5,0.16,0.21
6423,198403,1984,46.96392,7.26749,35.3,0.16,0.21
6424,198403,1984,46.97448,7.59006,29.599999999999998,0.16,0.21
6425,198403,1984,46.98129,7.91822,26.799999999999997,0.16,0.21
6426,198403,1984,46.98568,8.23908,27.0,0.16,0.21
6427,198403,1984,46.99292,6.92433,31.5,0.16,0.21
6428,198403,1984,46.99537,8.9035,33.0,0.16,0.21
6429,198403,1984,46.99859,9.23149,41.0,0.16,0.21
6430,198403,1984,46.99995,10.54519,55.0,0.16,0.21
6431,198403,1984,47.00042,9.55991,38.9,0.16,0.21
6432,198403,1984,47.0011,10.21676,52.5,0.16,0.21
6433,198403,1984,47.00126,9.88833,48.0,0.16,0.21
6434,198403,1984,47.00145,8.58394,27.9,0.16,0.21
6435,198403,1984,47.17286,6.59151,44.0,0.16,0.21
6436,198403,1984,47.18271,6.9208,38.0,0.16,0.21
6437,198403,1984,47.1942,7.25201,33.6,0.16,0.21
6438,198403,1984,47.1994,7.57969,27.0,0.16,0.21
6439,198403,1984,47.20625,7.90927,28.0,0.16,0.21
6440,198403,1984,47.2126,8.24111,22.6,0.16,0.21
6441,198403,1984,47.21777,8.56578,22.9,0.16,0.21
6442,198403,1984,47.2223,8.90493,27.200000000000003,0.16,0.21
6443,198403,1984,47.22548,9.55801,36.4,0.16,0.21
6444,198403,1984,47.22736,9.22899,34.2,0.16,0.21
6445,198403,1984,47.40752,6.90748,39.5,0.16,0.21
6446,198403,1984,47.41641,7.2383,35.7,0.16,0.21
6447,198403,1984,47.42132,9.55533,37.9,0.16,0.21
6448,198403,1984,47.4243,7.56921,27.6,0.16,0.21
6449,198403,1984,47.43118,7.90021,26.4,0.16,0.21
6450,198403,1984,47.43706,8.23129,23.900000000000002,0.16,0.21
6451,198403,1984,47.44387,8.56124,22.3,0.16,0.21
6452,198403,1984,47.44579,8.89361,26.2,0.16,0.21
6453,198403,1984,47.44849,9.22459,31.6,0.16,0.21
6454,198403,1984,47.64917,7.55861,30.0,0.16,0.21
6455,198403,1984,47.65609,7.89106,29.1,0.16,0.21
6456,198403,1984,47.66199,8.22357,27.3,0.16,0.21
6457,198403,1984,47.66689,8.55615,25.8,0.16,0.21
6458,198403,1984,47.66881,8.88097,25.400000000000002,0.16,0.21
6459,198403,1984,47.67466,9.2107,26.4,0.16,0.21
6460,198403,1984,47.69319,9.57481,32.2,0.16,0.21
6461,198403,1984,47.89182,8.54981,27.7,0.16,0.21
6462,198404,1984,45.83319,6.99776,25.5,0.16,0.21
6463,198404,1984,45.84178,7.31894,40.1,0.16,0.21
6464,198404,1984,45.8494,7.64021,39.4,0.16,0.21
6465,198404,1984,45.85606,7.96156,39.1,0.16,0.21
6466,198404,1984,45.86814,9.24811,68.6,0.16,0.21
6467,198404,1984,45.86874,8.92559,67.1,0.16,0.21
6468,198404,1984,46.02644,6.01836,16.2,0.16,0.21
6469,198404,1984,46.04858,6.66286,18.099999999999998,0.16,0.21
6470,198404,1984,46.05819,6.98528,16.7,0.16,0.21
6471,198404,1984,46.06682,7.30779,28.3,0.16,0.21
6472,198404,1984,46.07448,7.6304,36.300000000000004,0.16,0.21
6473,198404,1984,46.08116,7.95308,31.400000000000002,0.16,0.21
6474,198404,1984,46.08687,8.27583,29.1,0.16,0.21
6475,198404,1984,46.09494,8.92544,49.4,0.16,0.21
6476,198404,1984,46.09638,8.58469,46.0,0.16,0.21
6477,198404,1984,46.10113,9.23792,53.5,0.16,0.21
6478,198404,1984,46.25144,6.00029,14.600000000000001,0.16,0.21
6479,198404,1984,46.25152,6.33557,13.3,0.16,0.21
6480,198404,1984,46.2735,6.64891,17.2,0.16,0.21
6481,198404,1984,46.28289,6.97299,14.1,0.16,0.21
6482,198404,1984,46.29183,7.29652,15.5,0.16,0.21
6483,198404,1984,46.29953,7.62048,20.599999999999998,0.16,0.21
6484,198404,1984,46.30624,7.94451,29.6,0.16,0.21
6485,198404,1984,46.31198,8.26861,29.8,0.16,0.21
6486,198404,1984,46.31673,8.59276,29.6,0.16,0.21
6487,198404,1984,46.3205,8.91696,36.0,0.16,0.21
6488,198404,1984,46.32329,9.2412,42.2,0.16,0.21
6489,198404,1984,46.3251,9.56547,43.4,0.16,0.21
