,MONTH,LATITUDE,LONGITUDE,PRECIPITATION
9880,198702,47.22736,9.22899,40.7
9881,198702,47.40752,6.90748,47.9
9882,198702,47.41641,7.2383,44.6
9883,198702,47.42132,9.55533,52.2
9884,198702,47.4243,7.56921,40.1
9885,198702,47.43118,7.90021,38.9
9886,198702,47.43706,8.23129,38.0
9887,198702,47.44387,8.56124,34.0
9888,198702,47.44579,8.89361,39.0
9889,198702,47.44849,9.22459,44.7
9890,198702,47.64917,7.55861,44.1
9891,198702,47.65609,7.89106,45.5
9892,198702,47.66199,8.22357,46.0
9893,198702,47.66689,8.55615,40.0
9894,198702,47.66881,8.88097,42.2
9895,198702,47.67466,9.2107,48.6
9896,198702,47.69319,9.57481,52.6
9897,198702,47.89182,8.54981,58.8
9898,198703,45.83319,6.99776,41.4
9899,198703,45.84178,7.31894,28.4
9900,198703,45.8494,7.64021,20.4
9901,198703,45.85606,7.96156,17.4
9902,198703,45.86814,9.24811,12.600000000000001
9903,198703,45.86874,8.92559,11.2
9904,198703,46.02644,6.01836,56.4
9905,198703,46.04858,6.66286,50.9
9906,198703,46.05819,6.98528,41.8
9907,198703,46.06682,7.30779,34.2
9908,198703,46.07448,7.6304,23.2
9909,198703,46.08116,7.95308,24.099999999999998
9910,198703,46.08687,8.27583,18.1
9911,198703,46.09494,8.92544,14.0
9912,198703,46.09638,8.58469,16.2
9913,198703,46.10113,9.23792,14.7
9914,198703,46.25144,6.00029,63.4
9915,198703,46.25152,6.33557,67.1
9916,198703,46.2735,6.64891,63.1
9917,198703,46.28289,6.97299,42.8
9918,198703,46.29183,7.29652,40.2
9919,198703,46.29953,7.62048,35.4
9920,198703,46.30624,7.94451,29.0
9921,198703,46.31198,8.26861,26.8
9922,198703,46.31673,8.59276,24.3
9923,198703,46.3205,8.91696,22.7
9924,198703,46.32329,9.2412,20.9
9925,198703,46.3251,9.56547,22.4
9926,198703,46.32576,10.21403,21.3
9927,198703,46.32592,9.88974,21.2
9928,198703,46.47603,5.98489,71.8
9929,198703,46.50778,6.2883,73.1
9930,198703,46.51673,6.97082,60.3
9931,198703,46.51681,7.28513,51.5
9932,198703,46.52454,7.61045,43.0
9933,198703,46.53129,7.93584,34.800000000000004
9934,198703,46.53456,6.64066,66.9
9935,198703,46.53705,8.2613,34.8
9936,198703,46.54183,8.58683,32.8
9937,198703,46.54562,8.9124,28.6
9938,198703,46.54842,9.238,28.4
9939,198703,46.54976,10.54057,30.5
9940,198703,46.55023,9.56363,27.1
9941,198703,46.5509,10.21493,30.8
9942,198703,46.55106,9.88928,30.2
9943,198703,46.70077,5.96788,65.0
9944,198703,46.71353,6.29425,70.4
9945,198703,46.71743,6.61481,65.1
9946,198703,46.73315,6.94607,56.2
9947,198703,46.74177,7.27367,55.3
9948,198703,46.7526,7.59435,48.199999999999996
9949,198703,46.75935,7.92738,44.1
9950,198703,46.76125,8.25429,40.0
9951,198703,46.76689,8.58083,39.3
9952,198703,46.7707,8.90778,35.0
9953,198703,46.77352,9.23477,34.7
9954,198703,46.77487,10.54287,42.5
9955,198703,46.77534,9.56178,36.3
9956,198703,46.77602,10.21584,49.4
9957,198703,46.77618,9.88881,43.4
9958,198703,46.93727,6.27833,61.6
9959,198703,46.94998,6.60302,63.7
9960,198703,46.96392,7.26749,54.2
9961,198703,46.97448,7.59006,55.6
9962,198703,46.98129,7.91822,46.300000000000004
9963,198703,46.98568,8.23908,55.7
9964,198703,46.99292,6.92433,48.8
9965,198703,46.99537,8.9035,42.1
9966,198703,46.99859,9.23149,39.300000000000004
9967,198703,46.99995,10.54519,69.8
9968,198703,47.00042,9.55991,51.199999999999996
9969,198703,47.0011,10.21676,67.5
9970,198703,47.00126,9.88833,61.7
9971,198703,47.00145,8.58394,44.2
9972,198703,47.17286,6.59151,58.699999999999996
9973,198703,47.18271,6.9208,59.0
9974,198703,47.1942,7.25201,59.099999999999994
9975,198703,47.1994,7.57969,60.1
9976,198703,47.20625,7.90927,54.4
9977,198703,47.2126,8.24111,58.4
9978,198703,47.21777,8.56578,53.699999999999996
9979,198703,47.2223,8.90493,60.699999999999996
9980,198703,47.22548,9.55801,60.4
9981,198703,47.22736,9.22899,67.5
9982,198703,47.40752,6.90748,56.0
9983,198703,47.41641,7.2383,59.5
9984,198703,47.42132,9.55533,63.7
9985,198703,47.4243,7.56921,58.5
9986,198703,47.43118,7.90021,58.8
9987,198703,47.43706,8.23129,54.6
9988,198703,47.44387,8.56124,54.6
9989,198703,47.44579,8.89361,61.0
9990,198703,47.44849,9.22459,63.800000000000004
9991,198703,47.64917,7.55861,59.3
9992,198703,47.65609,7.89106,66.9
9993,198703,47.66199,8.22357,66.3
9994,198703,47.66689,8.55615,63.6
9995,198703,47.66881,8.88097,68.3
9996,198703,47.67466,9.2107,59.8
9997,198703,47.69319,9.57481,66.5
9998,198703,47.89182,8.54981,68.3
9999,198704,45.83319,6.99776,61.1
10000,198704,45.84178,7.31894,59.800000000000004
10001,198704,45.8494,7.64021,69.3
10002,198704,45.85606,7.96156,62.7
10003,198704,45.86814,9.24811,53.2
10004,198704,45.86874,8.92559,51.3
10005,198704,46.02644,6.01836,56.800000000000004
10006,198704,46.04858,6.66286,54.5
10007,198704,46.05819,6.98528,57.199999999999996
10008,198704,46.06682,7.30779,64.2
10009,198704,46.07448,7.6304,67.1
10010,198704,46.08116,7.95308,54.6
10011,198704,46.08687,8.27583,50.199999999999996
10012,198704,46.09494,8.92544,58.0
10013,198704,46.09638,8.58469,42.199999999999996
10014,198704,46.10113,9.23792,55.9
10015,198704,46.25144,6.00029,44.9
10016,198704,46.25152,6.33557,46.2
10017,198704,46.2735,6.64891,49.1
10018,198704,46.28289,6.97299,51.7
10019,198704,46.29183,7.29652,56.6
10020,198704,46.29953,7.62048,55.6
10021,198704,46.30624,7.94451,55.9
10022,198704,46.31198,8.26861,53.099999999999994
10023,198704,46.31673,8.59276,49.900000000000006
10024,198704,46.3205,8.91696,51.9
10025,198704,46.32329,9.2412,51.7
10026,198704,46.3251,9.56547,47.0
10027,198704,46.32576,10.21403,44.9
10028,198704,46.32592,9.88974,36.8
10029,198704,46.47603,5.98489,47.4
10030,198704,46.50778,6.2883,46.9
10031,198704,46.51673,6.97082,47.8
10032,198704,46.51681,7.28513,47.3
10033,198704,46.52454,7.61045,51.8
10034,198704,46.53129,7.93584,52.0
10035,198704,46.53456,6.64066,47.2
10036,198704,46.53705,8.2613,41.9
10037,198704,46.54183,8.58683,40.4
10038,198704,46.54562,8.9124,43.0
10039,198704,46.54842,9.238,44.0
10040,198704,46.54976,10.54057,43.5
10041,198704,46.55023,9.56363,38.3
10042,198704,46.5509,10.21493,39.4
10043,198704,46.55106,9.88928,36.6
10044,198704,46.70077,5.96788,44.7
10045,198704,46.71353,6.29425,54.3
10046,198704,46.71743,6.61481,45.7
10047,198704,46.73315,6.94607,43.4
10048,198704,46.74177,7.27367,44.699999999999996
10049,198704,46.7526,7.59435,44.1
10050,198704,46.75935,7.92738,42.7
10051,198704,46.76125,8.25429,44.2
10052,198704,46.76689,8.58083,41.1
10053,198704,46.7707,8.90778,40.9
10054,198704,46.77352,9.23477,37.5
10055,198704,46.77487,10.54287,43.8
10056,198704,46.77534,9.56178,36.5
10057,198704,46.77602,10.21584,45.7
10058,198704,46.77618,9.88881,42.1
10059,198704,46.93727,6.27833,44.3
10060,198704,46.94998,6.60302,48.3
10061,198704,46.96392,7.26749,42.9
10062,198704,46.97448,7.59006,37.7
10063,198704,46.98129,7.91822,35.0
10064,198704,46.98568,8.23908,37.4
10065,198704,46.99292,6.92433,37.3
10066,198704,46.99537,8.9035,36.0
10067,198704,46.99859,9.23149,33.3
10068,198704,46.99995,10.54519,52.7
10069,198704,47.00042,9.55991,33.1
10070,198704,47.0011,10.21676,46.0
10071,198704,47.00126,9.88833,40.7
10072,198704,47.00145,8.58394,35.6
10073,198704,47.17286,6.59151,44.4
10074,198704,47.18271,6.9208,45.300000000000004
10075,198704,47.1942,7.25201,50.5
10076,198704,47.1994,7.57969,41.6
10077,198704,47.20625,7.90927,39.2
10078,198704,47.2126,8.24111,38.8
10079,198704,47.21777,8.56578,36.300000000000004
10080,198704,47.2223,8.90493,36.3
10081,198704,47.22548,9.55801,37.6
10082,198704,47.22736,9.22899,39.4
10083,198704,47.40752,6.90748,45.4
10084,198704,47.41641,7.2383,50.0
10085,198704,47.42132,9.55533,42.2
10086,198704,47.4243,7.56921,45.9
10087,198704,47.43118,7.90021,45.1
10088,198704,47.43706,8.23129,40.8
10089,198704,47.44387,8.56124,33.6
10090,198704,47.44579,8.89361,38.800000000000004
10091,198704,47.44849,9.22459,41.4
10092,198704,47.64917,7.55861,46.2
10093,198704,47.65609,7.89106,49.9
10094,198704,47.66199,8.22357,45.7
10095,198704,47.66689,8.55615,49.5
10096,198704,47.66881,8.88097,43.9
10097,198704,47.67466,9.2107,53.0
10098,198704,47.69319,9.57481,49.0
10099,198704,47.89182,8.54981,46.5
10100,198705,45.83319,6.99776,65.0
10101,198705,45.84178,7.31894,65.3
10102,198705,45.8494,7.64021,70.60000000000001
10103,198705,45.85606,7.96156,62.7
10104,198705,45.86814,9.24811,77.3
10105,198705,45.86874,8.92559,81.60000000000001
10106,198705,46.02644,6.01836,70.9
10107,198705,46.04858,6.66286,66.6
10108,198705,46.05819,6.98528,67.3
10109,198705,46.06682,7.30779,69.1
10110,198705,46.07448,7.6304,70.8
10111,198705,46.08116,7.95308,72.9
10112,198705,46.08687,8.27583,67.1
10113,198705,46.09494,8.92544,69.0
10114,198705,46.09638,8.58469,68.8
10115,198705,46.10113,9.23792,71.6
10116,198705,46.25144,6.00029,63.199999999999996
10117,198705,46.25152,6.33557,59.5
10118,198705,46.2735,6.64891,66.8
10119,198705,46.28289,6.97299,65.6
10120,198705,46.29183,7.29652,68.2
10121,198705,46.29953,7.62048,70.5
10122,198705,46.30624,7.94451,70.6
10123,198705,46.31198,8.26861,68.3
10124,198705,46.31673,8.59276,60.9
10125,198705,46.3205,8.91696,65.9
10126,198705,46.32329,9.2412,73.4
10127,198705,46.3251,9.56547,73.2
10128,198705,46.32576,10.21403,74.7
10129,198705,46.32592,9.88974,77.9
10130,198705,46.47603,5.98489,63.1
10131,198705,46.50778,6.2883,59.9
10132,198705,46.51673,6.97082,69.3
10133,198705,46.51681,7.28513,75.5
10134,198705,46.52454,7.61045,71.7
10135,198705,46.53129,7.93584,70.5
10136,198705,46.53456,6.64066,63.4
10137,198705,46.53705,8.2613,73.8
10138,198705,46.54183,8.58683,65.3
10139,198705,46.54562,8.9124,64.5
10140,198705,46.54842,9.238,65.9
10141,198705,46.54976,10.54057,66.3
10142,198705,46.55023,9.56363,69.4
10143,198705,46.5509,10.21493,62.1
10144,198705,46.55106,9.88928,76.10000000000001
10145,198705,46.70077,5.96788,61.9
10146,198705,46.71353,6.29425,63.3
10147,198705,46.71743,6.61481,63.8
10148,198705,46.73315,6.94607,68.0
10149,198705,46.74177,7.27367,76.7
10150,198705,46.7526,7.59435,76.0
10151,198705,46.75935,7.92738,71.0
10152,198705,46.76125,8.25429,68.7
10153,198705,46.76689,8.58083,65.4
10154,198705,46.7707,8.90778,66.6
10155,198705,46.77352,9.23477,72.1
10156,198705,46.77487,10.54287,62.800000000000004
10157,198705,46.77534,9.56178,71.6
10158,198705,46.77602,10.21584,83.0
10159,198705,46.77618,9.88881,79.2
10160,198705,46.93727,6.27833,65.7
10161,198705,46.94998,6.60302,66.7
10162,198705,46.96392,7.26749,72.5
10163,198705,46.97448,7.59006,76.9
10164,198705,46.98129,7.91822,69.8
10165,198705,46.98568,8.23908,75.4
10166,198705,46.99292,6.92433,69.1
10167,198705,46.99537,8.9035,81.9
10168,198705,46.99859,9.23149,86.0
10169,198705,46.99995,10.54519,106.7
10170,198705,47.00042,9.55991,87.8
10171,198705,47.0011,10.21676,102.0
10172,198705,47.00126,9.88833,98.5
10173,198705,47.00145,8.58394,76.4
10174,198705,47.17286,6.59151,75.3
10175,198705,47.18271,6.9208,76.7
10176,198705,47.1942,7.25201,80.8
10177,198705,47.1994,7.57969,86.4
10178,198705,47.20625,7.90927,89.1
10179,198705,47.2126,8.24111,92.6
10180,198705,47.21777,8.56578,90.5
10181,198705,47.2223,8.90493,95.7
10182,198705,47.22548,9.55801,98.2
10183,198705,47.22736,9.22899,105.5
10184,198705,47.40752,6.90748,93.8
10185,198705,47.41641,7.2383,96.2
10186,198705,47.42132,9.55533,106.89999999999999
10187,198705,47.4243,7.56921,99.3
10188,198705,47.43118,7.90021,105.5
10189,198705,47.43706,8.23129,101.8
10190,198705,47.44387,8.56124,94.8
10191,198705,47.44579,8.89361,101.1
10192,198705,47.44849,9.22459,104.5
10193,198705,47.64917,7.55861,111.4
10194,198705,47.65609,7.89106,127.9
10195,198705,47.66199,8.22357,124.4
10196,198705,47.66689,8.55615,110.9
10197,198705,47.66881,8.88097,110.8
10198,198705,47.67466,9.2107,113.3
10199,198705,47.69319,9.57481,107.8
10200,198705,47.89182,8.54981,126.6
10201,198706,45.83319,6.99776,98.0
10202,198706,45.84178,7.31894,97.8
10203,198706,45.8494,7.64021,107.0
10204,198706,45.85606,7.96156,106.6
10205,198706,45.86814,9.24811,118.6
10206,198706,45.86874,8.92559,100.3
10207,198706,46.02644,6.01836,110.5
10208,198706,46.04858,6.66286,108.9
10209,198706,46.05819,6.98528,97.3
10210,198706,46.06682,7.30779,94.7
10211,198706,46.07448,7.6304,109.8
10212,198706,46.08116,7.95308,112.7
10213,198706,46.08687,8.27583,117.3
10214,198706,46.09494,8.92544,141.1
10215,198706,46.09638,8.58469,128.7
10216,198706,46.10113,9.23792,128.2
10217,198706,46.25144,6.00029,107.2
10218,198706,46.25152,6.33557,109.5
10219,198706,46.2735,6.64891,114.5
10220,198706,46.28289,6.97299,104.0
10221,198706,46.29183,7.29652,102.5
10222,198706,46.29953,7.62048,110.39999999999999
10223,198706,46.30624,7.94451,119.60000000000001
10224,198706,46.31198,8.26861,132.7
10225,198706,46.31673,8.59276,146.7
10226,198706,46.3205,8.91696,158.1
10227,198706,46.32329,9.2412,149.9
10228,198706,46.3251,9.56547,134.8
10229,198706,46.32576,10.21403,104.3
10230,198706,46.32592,9.88974,128.1
10231,198706,46.47603,5.98489,115.1
10232,198706,46.50778,6.2883,112.89999999999999
10233,198706,46.51673,6.97082,112.0
10234,198706,46.51681,7.28513,104.7
10235,198706,46.52454,7.61045,113.1
10236,198706,46.53129,7.93584,127.9
10237,198706,46.53456,6.64066,105.7
10238,198706,46.53705,8.2613,134.8
10239,198706,46.54183,8.58683,141.5
10240,198706,46.54562,8.9124,161.8
10241,198706,46.54842,9.238,164.8
10242,198706,46.54976,10.54057,111.9
10243,198706,46.55023,9.56363,141.5
10244,198706,46.5509,10.21493,129.9
10245,198706,46.55106,9.88928,146.0
10246,198706,46.70077,5.96788,122.2
10247,198706,46.71353,6.29425,112.3
10248,198706,46.71743,6.61481,104.39999999999999
10249,198706,46.73315,6.94607,102.4
10250,198706,46.74177,7.27367,96.6
10251,198706,46.7526,7.59435,103.4
10252,198706,46.75935,7.92738,115.6
10253,198706,46.76125,8.25429,129.0
10254,198706,46.76689,8.58083,128.4
10255,198706,46.7707,8.90778,138.0
10256,198706,46.77352,9.23477,147.20000000000002
10257,198706,46.77487,10.54287,130.5
10258,198706,46.77534,9.56178,153.9
10259,198706,46.77602,10.21584,142.5
10260,198706,46.77618,9.88881,144.5
10261,198706,46.93727,6.27833,122.0
10262,198706,46.94998,6.60302,105.4
10263,198706,46.96392,7.26749,95.5
10264,198706,46.97448,7.59006,102.0
10265,198706,46.98129,7.91822,118.10000000000001
10266,198706,46.98568,8.23908,121.8
10267,198706,46.99292,6.92433,102.10000000000001
10268,198706,46.99537,8.9035,135.7
10269,198706,46.99859,9.23149,144.0
10270,198706,46.99995,10.54519,140.1
10271,198706,47.00042,9.55991,150.8
10272,198706,47.0011,10.21676,160.8
10273,198706,47.00126,9.88833,163.3
10274,198706,47.00145,8.58394,128.7
10275,198706,47.17286,6.59151,113.4
10276,198706,47.18271,6.9208,111.9
10277,198706,47.1942,7.25201,104.7
10278,198706,47.1994,7.57969,107.8
10279,198706,47.20625,7.90927,119.4
10280,198706,47.2126,8.24111,126.1
10281,198706,47.21777,8.56578,131.29999999999998
10282,198706,47.2223,8.90493,130.7
10283,198706,47.22548,9.55801,147.5
10284,198706,47.22736,9.22899,133.4
10285,198706,47.40752,6.90748,118.9
10286,198706,47.41641,7.2383,103.8
10287,198706,47.42132,9.55533,142.1
10288,198706,47.4243,7.56921,119.1
10289,198706,47.43118,7.90021,122.3
10290,198706,47.43706,8.23129,135.7
10291,198706,47.44387,8.56124,131.8
10292,198706,47.44579,8.89361,135.4
10293,198706,47.44849,9.22459,128.20000000000002
10294,198706,47.64917,7.55861,128.3
10295,198706,47.65609,7.89106,149.2
10296,198706,47.66199,8.22357,154.1
10297,198706,47.66689,8.55615,139.20000000000002
10298,198706,47.66881,8.88097,134.5
10299,198706,47.67466,9.2107,139.4
10300,198706,47.69319,9.57481,125.1
10301,198706,47.89182,8.54981,134.0
10302,198707,45.83319,6.99776,61.9
10303,198707,45.84178,7.31894,63.1
10304,198707,45.8494,7.64021,76.3
10305,198707,45.85606,7.96156,87.1
10306,198707,45.86814,9.24811,131.3
10307,198707,45.86874,8.92559,125.0
10308,198707,46.02644,6.01836,59.6
10309,198707,46.04858,6.66286,55.2
10310,198707,46.05819,6.98528,65.3
10311,198707,46.06682,7.30779,64.0
10312,198707,46.07448,7.6304,88.8
10313,198707,46.08116,7.95308,86.0
10314,198707,46.08687,8.27583,91.7
10315,198707,46.09494,8.92544,141.0
10316,198707,46.09638,8.58469,114.9
10317,198707,46.10113,9.23792,139.0
10318,198707,46.25144,6.00029,64.5
10319,198707,46.25152,6.33557,62.800000000000004
10320,198707,46.2735,6.64891,48.9
10321,198707,46.28289,6.97299,59.5
10322,198707,46.29183,7.29652,61.699999999999996
10323,198707,46.29953,7.62048,74.89999999999999
10324,198707,46.30624,7.94451,96.3
10325,198707,46.31198,8.26861,104.6
10326,198707,46.31673,8.59276,117.1
10327,198707,46.3205,8.91696,143.0
10328,198707,46.32329,9.2412,143.5
10329,198707,46.3251,9.56547,137.1
10330,198707,46.32576,10.21403,101.5
10331,198707,46.32592,9.88974,128.1
10332,198707,46.47603,5.98489,66.2
10333,198707,46.50778,6.2883,67.7
10334,198707,46.51673,6.97082,55.5
10335,198707,46.51681,7.28513,69.8
10336,198707,46.52454,7.61045,71.2
10337,198707,46.53129,7.93584,98.0
10338,198707,46.53456,6.64066,58.4
10339,198707,46.53705,8.2613,108.60000000000001
10340,198707,46.54183,8.58683,101.1
10341,198707,46.54562,8.9124,127.5
10342,198707,46.54842,9.238,149.0
10343,198707,46.54976,10.54057,122.10000000000001
10344,198707,46.55023,9.56363,142.20000000000002
10345,198707,46.5509,10.21493,124.7
10346,198707,46.55106,9.88928,140.5
10347,198707,46.70077,5.96788,59.5
10348,198707,46.71353,6.29425,54.800000000000004
10349,198707,46.71743,6.61481,62.7
10350,198707,46.73315,6.94607,60.5
10351,198707,46.74177,7.27367,65.60000000000001
10352,198707,46.7526,7.59435,67.0
10353,198707,46.75935,7.92738,86.6
10354,198707,46.76125,8.25429,93.9
10355,198707,46.76689,8.58083,105.4
10356,198707,46.7707,8.90778,114.2
10357,198707,46.77352,9.23477,140.8
10358,198707,46.77487,10.54287,141.9
10359,198707,46.77534,9.56178,146.2
10360,198707,46.77602,10.21584,151.3
10361,198707,46.77618,9.88881,142.3
10362,198707,46.93727,6.27833,53.6
10363,198707,46.94998,6.60302,50.6
10364,198707,46.96392,7.26749,60.1
10365,198707,46.97448,7.59006,64.9
10366,198707,46.98129,7.91822,85.0
10367,198707,46.98568,8.23908,92.4
10368,198707,46.99292,6.92433,59.400000000000006
10369,198707,46.99537,8.9035,123.5
10370,198707,46.99859,9.23149,142.2
10371,198707,46.99995,10.54519,165.7
10372,198707,47.00042,9.55991,156.6
10373,198707,47.0011,10.21676,174.9
10374,198707,47.00126,9.88833,162.5
10375,198707,47.00145,8.58394,107.8
10376,198707,47.17286,6.59151,65.0
10377,198707,47.18271,6.9208,54.300000000000004
10378,198707,47.1942,7.25201,55.6
10379,198707,47.1994,7.57969,46.1
10380,198707,47.20625,7.90927,53.6
10381,198707,47.2126,8.24111,81.6
10382,198707,47.21777,8.56578,91.4
10383,198707,47.2223,8.90493,126.2
10384,198707,47.22548,9.55801,148.4
10385,198707,47.22736,9.22899,154.2
10386,198707,47.40752,6.90748,58.6
10387,198707,47.41641,7.2383,53.2
10388,198707,47.42132,9.55533,138.9
10389,198707,47.4243,7.56921,43.7
10390,198707,47.43118,7.90021,67.1
10391,198707,47.43706,8.23129,75.1
10392,198707,47.44387,8.56124,80.8
10393,198707,47.44579,8.89361,115.5
10394,198707,47.44849,9.22459,117.3
10395,198707,47.64917,7.55861,71.6
10396,198707,47.65609,7.89106,73.3
10397,198707,47.66199,8.22357,85.3
10398,198707,47.66689,8.55615,79.9
10399,198707,47.66881,8.88097,98.3
10400,198707,47.67466,9.2107,101.6
10401,198707,47.69319,9.57481,127.60000000000001
10402,198707,47.89182,8.54981,65.4
10403,198708,45.83319,6.99776,63.6
10404,198708,45.84178,7.31894,59.1
10405,198708,45.8494,7.64021,66.7
10406,198708,45.85606,7.96156,68.1
10407,198708,45.86814,9.24811,77.6
10408,198708,45.86874,8.92559,72.8
10409,198708,46.02644,6.01836,63.1
10410,198708,46.04858,6.66286,62.300000000000004
10411,198708,46.05819,6.98528,59.8
10412,198708,46.06682,7.30779,60.4
10413,198708,46.07448,7.6304,67.8
10414,198708,46.08116,7.95308,72.4
10415,198708,46.08687,8.27583,73.0
10416,198708,46.09494,8.92544,87.5
10417,198708,46.09638,8.58469,89.4
10418,198708,46.10113,9.23792,89.2
10419,198708,46.25144,6.00029,66.8
10420,198708,46.25152,6.33557,55.4
10421,198708,46.2735,6.64891,55.3
10422,198708,46.28289,6.97299,51.2
10423,198708,46.29183,7.29652,54.4
10424,198708,46.29953,7.62048,59.8
10425,198708,46.30624,7.94451,64.4
10426,198708,46.31198,8.26861,81.5
10427,198708,46.31673,8.59276,89.4
10428,198708,46.3205,8.91696,86.8
10429,198708,46.32329,9.2412,77.5
10430,198708,46.3251,9.56547,61.5
10431,198708,46.32576,10.21403,59.3
10432,198708,46.32592,9.88974,56.0
10433,198708,46.47603,5.98489,61.9
10434,198708,46.50778,6.2883,53.2
10435,198708,46.51673,6.97082,50.3
10436,198708,46.51681,7.28513,49.9
10437,198708,46.52454,7.61045,57.3
10438,198708,46.53129,7.93584,70.6
10439,198708,46.53456,6.64066,50.199999999999996
10440,198708,46.53705,8.2613,75.89999999999999
10441,198708,46.54183,8.58683,74.5
10442,198708,46.54562,8.9124,77.3
10443,198708,46.54842,9.238,88.5
10444,198708,46.54976,10.54057,67.2
10445,198708,46.55023,9.56363,65.3
10446,198708,46.5509,10.21493,60.199999999999996
10447,198708,46.55106,9.88928,65.2
10448,198708,46.70077,5.96788,55.0
10449,198708,46.71353,6.29425,54.5
10450,198708,46.71743,6.61481,51.7
10451,198708,46.73315,6.94607,47.8
10452,198708,46.74177,7.27367,51.3
10453,198708,46.7526,7.59435,55.9
10454,198708,46.75935,7.92738,56.0
10455,198708,46.76125,8.25429,68.89999999999999
10456,198708,46.76689,8.58083,74.69999999999999
10457,198708,46.7707,8.90778,70.0
10458,198708,46.77352,9.23477,62.7
10459,198708,46.77487,10.54287,71.39999999999999
10460,198708,46.77534,9.56178,67.9
10461,198708,46.77602,10.21584,67.2
10462,198708,46.77618,9.88881,66.60000000000001
10463,198708,46.93727,6.27833,59.099999999999994
10464,198708,46.94998,6.60302,56.6
10465,198708,46.96392,7.26749,46.3
10466,198708,46.97448,7.59006,51.5
10467,198708,46.98129,7.91822,56.800000000000004
10468,198708,46.98568,8.23908,60.5
10469,198708,46.99292,6.92433,51.1
10470,198708,46.99537,8.9035,88.6
10471,198708,46.99859,9.23149,70.5
10472,198708,46.99995,10.54519,86.4
10473,198708,47.00042,9.55991,77.4
10474,198708,47.0011,10.21676,90.6
10475,198708,47.00126,9.88833,86.3
10476,198708,47.00145,8.58394,75.3
10477,198708,47.17286,6.59151,59.6
10478,198708,47.18271,6.9208,57.6
10479,198708,47.1942,7.25201,58.0
10480,198708,47.1994,7.57969,58.4
10481,198708,47.20625,7.90927,62.9
10482,198708,47.2126,8.24111,67.1
10483,198708,47.21777,8.56578,64.2
10484,198708,47.2223,8.90493,75.8
10485,198708,47.22548,9.55801,80.7
10486,198708,47.22736,9.22899,86.0
10487,198708,47.40752,6.90748,64.4
10488,198708,47.41641,7.2383,62.1
10489,198708,47.42132,9.55533,77.6
10490,198708,47.4243,7.56921,68.5
10491,198708,47.43118,7.90021,68.7
10492,198708,47.43706,8.23129,71.6
10493,198708,47.44387,8.56124,68.5
10494,198708,47.44579,8.89361,67.1
10495,198708,47.44849,9.22459,64.0
10496,198708,47.64917,7.55861,73.5
10497,198708,47.65609,7.89106,80.8
10498,198708,47.66199,8.22357,84.4
10499,198708,47.66689,8.55615,72.5
10500,198708,47.66881,8.88097,72.5
10501,198708,47.67466,9.2107,65.6
10502,198708,47.69319,9.57481,72.60000000000001
10503,198708,47.89182,8.54981,71.9
10504,198709,45.83319,6.99776,50.0
10505,198709,45.84178,7.31894,32.5
10506,198709,45.8494,7.64021,34.2
10507,198709,45.85606,7.96156,34.2
10508,198709,45.86814,9.24811,51.5
10509,198709,45.86874,8.92559,44.6
10510,198709,46.02644,6.01836,53.5
10511,198709,46.04858,6.66286,58.3
10512,198709,46.05819,6.98528,57.6
10513,198709,46.06682,7.30779,56.699999999999996
10514,198709,46.07448,7.6304,45.5
10515,198709,46.08116,7.95308,43.4
10516,198709,46.08687,8.27583,41.9
10517,198709,46.09494,8.92544,51.2
10518,198709,46.09638,8.58469,48.699999999999996
10519,198709,46.10113,9.23792,52.6
10520,198709,46.25144,6.00029,61.9
10521,198709,46.25152,6.33557,58.7
10522,198709,46.2735,6.64891,64.2
10523,198709,46.28289,6.97299,66.5
10524,198709,46.29183,7.29652,62.1
10525,198709,46.29953,7.62048,61.300000000000004
10526,198709,46.30624,7.94451,50.3
10527,198709,46.31198,8.26861,49.5
10528,198709,46.31673,8.59276,50.300000000000004
10529,198709,46.3205,8.91696,58.099999999999994
10530,198709,46.32329,9.2412,67.8
10531,198709,46.3251,9.56547,69.1
10532,198709,46.32576,10.21403,65.10000000000001
10533,198709,46.32592,9.88974,72.0
10534,198709,46.47603,5.98489,73.0
10535,198709,46.50778,6.2883,74.7
10536,198709,46.51673,6.97082,76.8
10537,198709,46.51681,7.28513,71.5
10538,198709,46.52454,7.61045,65.0
10539,198709,46.53129,7.93584,64.7
10540,198709,46.53456,6.64066,74.2
10541,198709,46.53705,8.2613,63.300000000000004
10542,198709,46.54183,8.58683,62.2
10543,198709,46.54562,8.9124,64.4
10544,198709,46.54842,9.238,77.2
10545,198709,46.54976,10.54057,67.0
10546,198709,46.55023,9.56363,74.0
10547,198709,46.5509,10.21493,80.8
10548,198709,46.55106,9.88928,76.1
10549,198709,46.70077,5.96788,85.4
10550,198709,46.71353,6.29425,87.3
10551,198709,46.71743,6.61481,82.3
10552,198709,46.73315,6.94607,86.0
10553,198709,46.74177,7.27367,80.0
10554,198709,46.7526,7.59435,71.6
10555,198709,46.75935,7.92738,64.2
10556,198709,46.76125,8.25429,65.0
10557,198709,46.76689,8.58083,63.1
10558,198709,46.7707,8.90778,57.9
10559,198709,46.77352,9.23477,66.7
10560,198709,46.77487,10.54287,88.2
10561,198709,46.77534,9.56178,73.3
10562,198709,46.77602,10.21584,82.8
10563,198709,46.77618,9.88881,79.6
10564,198709,46.93727,6.27833,98.9
