,YEAR,LATITUDE,LONGITUDE,PRECIPITATION
730,1986,46.31198,8.26861,711.1
731,1986,46.31673,8.59276,694.8
732,1986,46.3205,8.91696,719.5
733,1986,46.32329,9.2412,735.7
734,1986,46.3251,9.56547,709.8
735,1986,46.32576,10.21403,643.8
736,1986,46.32592,9.88974,715.6
737,1986,46.47603,5.98489,769.2
738,1986,46.50778,6.2883,736.5
739,1986,46.51673,6.97082,687.5
740,1986,46.51681,7.28513,677.4
741,1986,46.52454,7.61045,679.4
742,1986,46.53129,7.93584,707.2
743,1986,46.53456,6.64066,708.0
744,1986,46.53705,8.2613,705.5
745,1986,46.54183,8.58683,712.5
746,1986,46.54562,8.9124,701.8
747,1986,46.54842,9.238,776.6
748,1986,46.54976,10.54057,695.5
749,1986,46.55023,9.56363,767.5
750,1986,46.5509,10.21493,718.8
751,1986,46.55106,9.88928,744.6
752,1986,46.70077,5.96788,782.7
753,1986,46.71353,6.29425,725.2
754,1986,46.71743,6.61481,698.5
755,1986,46.73315,6.94607,653.1
756,1986,46.74177,7.27367,674.2
757,1986,46.7526,7.59435,677.5
758,1986,46.75935,7.92738,685.0
759,1986,46.76125,8.25429,720.1
760,1986,46.76689,8.58083,723.4
761,1986,46.7707,8.90778,677.3
762,1986,46.77352,9.23477,726.5
763,1986,46.77487,10.54287,715.9
764,1986,46.77534,9.56178,764.2
765,1986,46.77602,10.21584,787.5
766,1986,46.77618,9.88881,794.6
767,1986,46.93727,6.27833,759.4
768,1986,46.94998,6.60302,702.4
769,1986,46.96392,7.26749,676.2
770,1986,46.97448,7.59006,698.9
771,1986,46.98129,7.91822,659.6
772,1986,46.98568,8.23908,730.1
773,1986,46.99292,6.92433,668.6
774,1986,46.99537,8.9035,766.9
775,1986,46.99859,9.23149,787.0
776,1986,46.99995,10.54519,924.0
777,1986,47.00042,9.55991,823.5
778,1986,47.0011,10.21676,924.7
779,1986,47.00126,9.88833,884.5
780,1986,47.00145,8.58394,745.2
781,1986,47.17286,6.59151,725.9
782,1986,47.18271,6.9208,687.2
783,1986,47.1942,7.25201,715.2
784,1986,47.1994,7.57969,736.8
785,1986,47.20625,7.90927,754.1
786,1986,47.2126,8.24111,769.5
787,1986,47.21777,8.56578,809.7
788,1986,47.2223,8.90493,810.0
789,1986,47.22548,9.55801,867.2
790,1986,47.22736,9.22899,891.2
791,1986,47.40752,6.90748,711.4
792,1986,47.41641,7.2383,763.7
793,1986,47.42132,9.55533,915.2
794,1986,47.4243,7.56921,810.9
795,1986,47.43118,7.90021,853.9
796,1986,47.43706,8.23129,851.6
797,1986,47.44387,8.56124,812.2
798,1986,47.44579,8.89361,856.9
799,1986,47.44849,9.22459,872.9
800,1986,47.64917,7.55861,904.4
801,1986,47.65609,7.89106,998.6
802,1986,47.66199,8.22357,993.8
803,1986,47.66689,8.55615,921.9
804,1986,47.66881,8.88097,912.2
805,1986,47.67466,9.2107,949.0
806,1986,47.69319,9.57481,937.6
807,1986,47.89182,8.54981,1058.0
808,1987,45.83319,6.99776,747.9
809,1987,45.84178,7.31894,703.3
810,1987,45.8494,7.64021,732.0
811,1987,45.85606,7.96156,736.4
812,1987,45.86814,9.24811,872.7
813,1987,45.86874,8.92559,847.9
814,1987,46.02644,6.01836,837.8
815,1987,46.04858,6.66286,757.8
816,1987,46.05819,6.98528,725.5
817,1987,46.06682,7.30779,714.8
818,1987,46.07448,7.6304,748.6
819,1987,46.08116,7.95308,744.3
820,1987,46.08687,8.27583,748.4
821,1987,46.09494,8.92544,862.3
822,1987,46.09638,8.58469,803.7
823,1987,46.10113,9.23792,847.0
824,1987,46.25144,6.00029,737.4
825,1987,46.25152,6.33557,738.4
826,1987,46.2735,6.64891,762.5
827,1987,46.28289,6.97299,671.6
828,1987,46.29183,7.29652,692.0
829,1987,46.29953,7.62048,725.6
830,1987,46.30624,7.94451,738.5
831,1987,46.31198,8.26861,783.3
832,1987,46.31673,8.59276,809.0
833,1987,46.3205,8.91696,846.6
834,1987,46.32329,9.2412,854.6
835,1987,46.3251,9.56547,804.0
836,1987,46.32576,10.21403,692.1
837,1987,46.32592,9.88974,749.3
838,1987,46.47603,5.98489,817.7
839,1987,46.50778,6.2883,777.7
840,1987,46.51673,6.97082,715.7
841,1987,46.51681,7.28513,700.1
842,1987,46.52454,7.61045,696.2
843,1987,46.53129,7.93584,747.1
844,1987,46.53456,6.64066,723.5
845,1987,46.53705,8.2613,775.3
846,1987,46.54183,8.58683,766.1
847,1987,46.54562,8.9124,813.2
848,1987,46.54842,9.238,862.5
849,1987,46.54976,10.54057,703.3
850,1987,46.55023,9.56363,780.2
851,1987,46.5509,10.21493,727.7
852,1987,46.55106,9.88928,787.8
853,1987,46.70077,5.96788,769.9
854,1987,46.71353,6.29425,756.1
855,1987,46.71743,6.61481,738.8
856,1987,46.73315,6.94607,665.0
857,1987,46.74177,7.27367,685.6
858,1987,46.7526,7.59435,683.7
859,1987,46.75935,7.92738,677.6
860,1987,46.76125,8.25429,735.0
861,1987,46.76689,8.58083,748.5
862,1987,46.7707,8.90778,734.9
863,1987,46.77352,9.23477,794.4
864,1987,46.77487,10.54287,778.8
865,1987,46.77534,9.56178,819.3
866,1987,46.77602,10.21584,859.6
867,1987,46.77618,9.88881,834.0
868,1987,46.93727,6.27833,761.1
869,1987,46.94998,6.60302,739.1
870,1987,46.96392,7.26749,662.8
871,1987,46.97448,7.59006,661.6
872,1987,46.98129,7.91822,657.7
873,1987,46.98568,8.23908,711.7
874,1987,46.99292,6.92433,660.5
875,1987,46.99537,8.9035,821.8
876,1987,46.99859,9.23149,831.6
877,1987,46.99995,10.54519,984.9
878,1987,47.00042,9.55991,875.9
879,1987,47.0011,10.21676,1013.8
880,1987,47.00126,9.88833,964.8
881,1987,47.00145,8.58394,745.4
882,1987,47.17286,6.59151,757.2
883,1987,47.18271,6.9208,737.7
884,1987,47.1942,7.25201,710.1999999999999
885,1987,47.1994,7.57969,686.4
886,1987,47.20625,7.90927,694.1
887,1987,47.2126,8.24111,756.1
888,1987,47.21777,8.56578,765.4
889,1987,47.2223,8.90493,827.5
890,1987,47.22548,9.55801,883.6
891,1987,47.22736,9.22899,908.1
892,1987,47.40752,6.90748,771.6
893,1987,47.41641,7.2383,744.6
894,1987,47.42132,9.55533,904.9
895,1987,47.4243,7.56921,759.9
896,1987,47.43118,7.90021,790.6
897,1987,47.43706,8.23129,784.5
898,1987,47.44387,8.56124,731.5
899,1987,47.44579,8.89361,817.9
900,1987,47.44849,9.22459,836.4
901,1987,47.64917,7.55861,838.3
902,1987,47.65609,7.89106,926.9
903,1987,47.66199,8.22357,917.8
904,1987,47.66689,8.55615,834.1
905,1987,47.66881,8.88097,845.4
906,1987,47.67466,9.2107,865.3
907,1987,47.69319,9.57481,898.4
908,1987,47.89182,8.54981,859.5
909,1988,45.83319,6.99776,826.4
910,1988,45.84178,7.31894,818.8
911,1988,45.8494,7.64021,841.2
912,1988,45.85606,7.96156,823.6
913,1988,45.86814,9.24811,770.3
914,1988,45.86874,8.92559,853.5
915,1988,46.02644,6.01836,844.9
916,1988,46.04858,6.66286,782.4
917,1988,46.05819,6.98528,770.3
918,1988,46.06682,7.30779,771.8
919,1988,46.07448,7.6304,800.5
920,1988,46.08116,7.95308,780.7
921,1988,46.08687,8.27583,775.5
922,1988,46.09494,8.92544,867.2
923,1988,46.09638,8.58469,789.3
924,1988,46.10113,9.23792,705.1
925,1988,46.25144,6.00029,806.6
926,1988,46.25152,6.33557,761.9
927,1988,46.2735,6.64891,775.2
928,1988,46.28289,6.97299,709.4
929,1988,46.29183,7.29652,699.3
930,1988,46.29953,7.62048,710.1
931,1988,46.30624,7.94451,750.8
932,1988,46.31198,8.26861,776.2
933,1988,46.31673,8.59276,776.8
934,1988,46.3205,8.91696,831.4
935,1988,46.32329,9.2412,776.7
936,1988,46.3251,9.56547,723.2
937,1988,46.32576,10.21403,550.9
938,1988,46.32592,9.88974,675.3
939,1988,46.47603,5.98489,844.9
940,1988,46.50778,6.2883,788.0
941,1988,46.51673,6.97082,750.4
942,1988,46.51681,7.28513,694.9
943,1988,46.52454,7.61045,697.5
944,1988,46.53129,7.93584,743.3
945,1988,46.53456,6.64066,785.1
946,1988,46.53705,8.2613,767.0
947,1988,46.54183,8.58683,779.7
948,1988,46.54562,8.9124,804.3
949,1988,46.54842,9.238,816.4
950,1988,46.54976,10.54057,647.0
951,1988,46.55023,9.56363,741.3
952,1988,46.5509,10.21493,671.1
953,1988,46.55106,9.88928,757.1
954,1988,46.70077,5.96788,809.0
955,1988,46.71353,6.29425,768.7
956,1988,46.71743,6.61481,757.4
957,1988,46.73315,6.94607,708.9
958,1988,46.74177,7.27367,705.8
959,1988,46.7526,7.59435,656.2
960,1988,46.75935,7.92738,637.5
961,1988,46.76125,8.25429,724.3
962,1988,46.76689,8.58083,712.8
963,1988,46.7707,8.90778,730.7
964,1988,46.77352,9.23477,758.4
965,1988,46.77487,10.54287,764.8
966,1988,46.77534,9.56178,768.2
967,1988,46.77602,10.21584,799.8
968,1988,46.77618,9.88881,780.8
969,1988,46.93727,6.27833,783.8
970,1988,46.94998,6.60302,761.0
971,1988,46.96392,7.26749,694.1
972,1988,46.97448,7.59006,671.8
973,1988,46.98129,7.91822,631.3
974,1988,46.98568,8.23908,700.1
975,1988,46.99292,6.92433,746.8
976,1988,46.99537,8.9035,768.1
977,1988,46.99859,9.23149,793.1
978,1988,46.99995,10.54519,972.8
979,1988,47.00042,9.55991,806.3
980,1988,47.0011,10.21676,953.4
981,1988,47.00126,9.88833,915.0
982,1988,47.00145,8.58394,702.5
983,1988,47.17286,6.59151,761.3
984,1988,47.18271,6.9208,740.6
985,1988,47.1942,7.25201,742.4
986,1988,47.1994,7.57969,728.6
987,1988,47.20625,7.90927,751.9
988,1988,47.2126,8.24111,787.3
989,1988,47.21777,8.56578,789.7
990,1988,47.2223,8.90493,826.6
991,1988,47.22548,9.55801,891.8
992,1988,47.22736,9.22899,958.2
993,1988,47.40752,6.90748,749.7
994,1988,47.41641,7.2383,754.7
995,1988,47.42132,9.55533,927.0
996,1988,47.4243,7.56921,787.1
997,1988,47.43118,7.90021,828.9
998,1988,47.43706,8.23129,850.3
999,1988,47.44387,8.56124,802.9
1000,1988,47.44579,8.89361,871.7
1001,1988,47.44849,9.22459,896.5
1002,1988,47.64917,7.55861,839.7
1003,1988,47.65609,7.89106,974.3
1004,1988,47.66199,8.22357,988.1
1005,1988,47.66689,8.55615,958.5
1006,1988,47.66881,8.88097,946.7
1007,1988,47.67466,9.2107,989.6
1008,1988,47.69319,9.57481,975.1
1009,1988,47.89182,8.54981,973.6
1010,1989,45.83319,6.99776,588.8
1011,1989,45.84178,7.31894,646.8
1012,1989,45.8494,7.64021,759.0
1013,1989,45.85606,7.96156,717.4
1014,1989,45.86814,9.24811,769.0
1015,1989,45.86874,8.92559,811.4
1016,1989,46.02644,6.01836,491.3
1017,1989,46.04858,6.66286,544.7
1018,1989,46.05819,6.98528,588.3
1019,1989,46.06682,7.30779,642.4
1020,1989,46.07448,7.6304,733.4
1021,1989,46.08116,7.95308,715.5
1022,1989,46.08687,8.27583,653.9
1023,1989,46.09494,8.92544,693.6
1024,1989,46.09638,8.58469,623.1
1025,1989,46.10113,9.23792,669.3
1026,1989,46.25144,6.00029,511.2
1027,1989,46.25152,6.33557,496.7
1028,1989,46.2735,6.64891,550.5
1029,1989,46.28289,6.97299,592.9
1030,1989,46.29183,7.29652,612.5
1031,1989,46.29953,7.62048,656.2
1032,1989,46.30624,7.94451,666.9
1033,1989,46.31198,8.26861,620.0
1034,1989,46.31673,8.59276,578.5
1035,1989,46.3205,8.91696,585.7
1036,1989,46.32329,9.2412,600.7
1037,1989,46.3251,9.56547,592.5
1038,1989,46.32576,10.21403,575.8
1039,1989,46.32592,9.88974,579.5
1040,1989,46.47603,5.98489,571.7
1041,1989,46.50778,6.2883,538.3
1042,1989,46.51673,6.97082,584.3
1043,1989,46.51681,7.28513,600.2
1044,1989,46.52454,7.61045,614.3
1045,1989,46.53129,7.93584,648.6
1046,1989,46.53456,6.64066,516.6
1047,1989,46.53705,8.2613,628.8
1048,1989,46.54183,8.58683,580.2
1049,1989,46.54562,8.9124,569.7
1050,1989,46.54842,9.238,613.1
1051,1989,46.54976,10.54057,607.2
1052,1989,46.55023,9.56363,607.0
1053,1989,46.5509,10.21493,583.0
1054,1989,46.55106,9.88928,623.2
1055,1989,46.70077,5.96788,545.9
1056,1989,46.71353,6.29425,532.9
1057,1989,46.71743,6.61481,529.3
1058,1989,46.73315,6.94607,507.3
1059,1989,46.74177,7.27367,583.7
1060,1989,46.7526,7.59435,594.2
1061,1989,46.75935,7.92738,587.8
1062,1989,46.76125,8.25429,591.2
1063,1989,46.76689,8.58083,596.2
1064,1989,46.7707,8.90778,589.9
1065,1989,46.77352,9.23477,590.1
1066,1989,46.77487,10.54287,664.3
1067,1989,46.77534,9.56178,619.0
1068,1989,46.77602,10.21584,693.8
1069,1989,46.77618,9.88881,627.6
1070,1989,46.93727,6.27833,590.8
1071,1989,46.94998,6.60302,563.1
1072,1989,46.96392,7.26749,521.9
1073,1989,46.97448,7.59006,528.9
1074,1989,46.98129,7.91822,590.6
1075,1989,46.98568,8.23908,570.0
1076,1989,46.99292,6.92433,535.7
1077,1989,46.99537,8.9035,613.9
1078,1989,46.99859,9.23149,664.1
1079,1989,46.99995,10.54519,811.3
1080,1989,47.00042,9.55991,685.8
1081,1989,47.0011,10.21676,769.2
1082,1989,47.00126,9.88833,740.1
1083,1989,47.00145,8.58394,570.8
1084,1989,47.17286,6.59151,583.5
1085,1989,47.18271,6.9208,556.7
1086,1989,47.1942,7.25201,555.4
1087,1989,47.1994,7.57969,563.2
1088,1989,47.20625,7.90927,580.6
1089,1989,47.2126,8.24111,581.2
1090,1989,47.21777,8.56578,584.8
1091,1989,47.2223,8.90493,651.7
1092,1989,47.22548,9.55801,762.8
1093,1989,47.22736,9.22899,778.3
1094,1989,47.40752,6.90748,600.2
1095,1989,47.41641,7.2383,593.5
1096,1989,47.42132,9.55533,772.6
1097,1989,47.4243,7.56921,587.7
1098,1989,47.43118,7.90021,588.6
1099,1989,47.43706,8.23129,605.0
1100,1989,47.44387,8.56124,576.0
1101,1989,47.44579,8.89361,649.5
1102,1989,47.44849,9.22459,740.3
1103,1989,47.64917,7.55861,634.9
1104,1989,47.65609,7.89106,711.3
1105,1989,47.66199,8.22357,722.5
1106,1989,47.66689,8.55615,678.8
1107,1989,47.66881,8.88097,702.3
1108,1989,47.67466,9.2107,763.6
1109,1989,47.69319,9.57481,750.4
1110,1989,47.89182,8.54981,740.4
1111,1990,45.83319,6.99776,760.9
1112,1990,45.84178,7.31894,738.8
1113,1990,45.8494,7.64021,772.4
1114,1990,45.85606,7.96156,771.8
1115,1990,45.86814,9.24811,628.5
1116,1990,45.86874,8.92559,664.4
1117,1990,46.02644,6.01836,781.0
1118,1990,46.04858,6.66286,756.8
1119,1990,46.05819,6.98528,743.2
1120,1990,46.06682,7.30779,734.5
1121,1990,46.07448,7.6304,763.5
1122,1990,46.08116,7.95308,721.2
1123,1990,46.08687,8.27583,710.0
1124,1990,46.09494,8.92544,679.8
1125,1990,46.09638,8.58469,662.7
1126,1990,46.10113,9.23792,608.4
1127,1990,46.25144,6.00029,726.9
1128,1990,46.25152,6.33557,725.6
1129,1990,46.2735,6.64891,729.4
1130,1990,46.28289,6.97299,688.8
1131,1990,46.29183,7.29652,705.7
1132,1990,46.29953,7.62048,657.9
1133,1990,46.30624,7.94451,687.0
1134,1990,46.31198,8.26861,658.8
1135,1990,46.31673,8.59276,654.6
1136,1990,46.3205,8.91696,633.1
1137,1990,46.32329,9.2412,636.8
1138,1990,46.3251,9.56547,628.7
1139,1990,46.32576,10.21403,560.8
1140,1990,46.32592,9.88974,595.6
1141,1990,46.47603,5.98489,835.5
1142,1990,46.50778,6.2883,813.8
1143,1990,46.51673,6.97082,710.6
1144,1990,46.51681,7.28513,716.1
1145,1990,46.52454,7.61045,710.4
1146,1990,46.53129,7.93584,691.5
1147,1990,46.53456,6.64066,737.7
1148,1990,46.53705,8.2613,670.6
1149,1990,46.54183,8.58683,677.9
1150,1990,46.54562,8.9124,605.7
1151,1990,46.54842,9.238,657.7
1152,1990,46.54976,10.54057,600.0
1153,1990,46.55023,9.56363,637.9
1154,1990,46.5509,10.21493,601.4
1155,1990,46.55106,9.88928,651.7
1156,1990,46.70077,5.96788,787.4
1157,1990,46.71353,6.29425,758.2
1158,1990,46.71743,6.61481,722.8
1159,1990,46.73315,6.94607,679.1
1160,1990,46.74177,7.27367,704.6
1161,1990,46.7526,7.59435,689.2
1162,1990,46.75935,7.92738,694.7
1163,1990,46.76125,8.25429,652.1
1164,1990,46.76689,8.58083,665.4
1165,1990,46.7707,8.90778,663.9
1166,1990,46.77352,9.23477,653.6
1167,1990,46.77487,10.54287,647.3
1168,1990,46.77534,9.56178,658.3
1169,1990,46.77602,10.21584,725.5
1170,1990,46.77618,9.88881,698.7
1171,1990,46.93727,6.27833,745.3
1172,1990,46.94998,6.60302,710.7
1173,1990,46.96392,7.26749,670.7
1174,1990,46.97448,7.59006,694.9
1175,1990,46.98129,7.91822,699.7
1176,1990,46.98568,8.23908,669.0
1177,1990,46.99292,6.92433,627.1
1178,1990,46.99537,8.9035,694.5
1179,1990,46.99859,9.23149,750.5
1180,1990,46.99995,10.54519,903.6999999999999
1181,1990,47.00042,9.55991,721.8
1182,1990,47.0011,10.21676,877.1
1183,1990,47.00126,9.88833,820.5
1184,1990,47.00145,8.58394,667.6
1185,1990,47.17286,6.59151,711.0
1186,1990,47.18271,6.9208,679.9
1187,1990,47.1942,7.25201,672.4
1188,1990,47.1994,7.57969,701.1
1189,1990,47.20625,7.90927,732.1
1190,1990,47.2126,8.24111,705.8
1191,1990,47.21777,8.56578,693.5
1192,1990,47.2223,8.90493,754.1
1193,1990,47.22548,9.55801,919.0
1194,1990,47.22736,9.22899,966.8
1195,1990,47.40752,6.90748,681.9
1196,1990,47.41641,7.2383,698.1
1197,1990,47.42132,9.55533,899.5
1198,1990,47.4243,7.56921,732.8
1199,1990,47.43118,7.90021,768.3
1200,1990,47.43706,8.23129,747.7
1201,1990,47.44387,8.56124,716.4
1202,1990,47.44579,8.89361,754.9
1203,1990,47.44849,9.22459,821.1
1204,1990,47.64917,7.55861,807.5
1205,1990,47.65609,7.89106,855.6
1206,1990,47.66199,8.22357,843.3
1207,1990,47.66689,8.55615,794.6
1208,1990,47.66881,8.88097,810.1
1209,1990,47.67466,9.2107,887.7
1210,1990,47.69319,9.57481,877.6
1211,1990,47.89182,8.54981,842.1
1212,1991,45.83319,6.99776,600.0
1213,1991,45.84178,7.31894,621.9
1214,1991,45.8494,7.64021,630.1
1215,1991,45.85606,7.96156,644.9
1216,1991,45.86814,9.24811,659.8
1217,1991,45.86874,8.92559,627.2
1218,1991,46.02644,6.01836,679.5
1219,1991,46.04858,6.66286,605.7
1220,1991,46.05819,6.98528,584.6
1221,1991,46.06682,7.30779,597.1
1222,1991,46.07448,7.6304,617.3
1223,1991,46.08116,7.95308,625.1
1224,1991,46.08687,8.27583,606.5
1225,1991,46.09494,8.92544,773.1
1226,1991,46.09638,8.58469,677.5
1227,1991,46.10113,9.23792,630.2
1228,1991,46.25144,6.00029,712.9
1229,1991,46.25152,6.33557,683.8
1230,1991,46.2735,6.64891,655.4
1231,1991,46.28289,6.97299,598.1
1232,1991,46.29183,7.29652,577.9
1233,1991,46.29953,7.62048,598.6
1234,1991,46.30624,7.94451,604.7
1235,1991,46.31198,8.26861,597.8
1236,1991,46.31673,8.59276,668.1
1237,1991,46.3205,8.91696,736.1
1238,1991,46.32329,9.2412,693.6
1239,1991,46.3251,9.56547,639.2
1240,1991,46.32576,10.21403,563.3
1241,1991,46.32592,9.88974,621.3
1242,1991,46.47603,5.98489,717.2
1243,1991,46.50778,6.2883,652.8
1244,1991,46.51673,6.97082,607.1
1245,1991,46.51681,7.28513,595.8
1246,1991,46.52454,7.61045,591.2
1247,1991,46.53129,7.93584,590.1
1248,1991,46.53456,6.64066,623.2
1249,1991,46.53705,8.2613,617.6
1250,1991,46.54183,8.58683,652.1
1251,1991,46.54562,8.9124,676.8
1252,1991,46.54842,9.238,716.1
1253,1991,46.54976,10.54057,576.6
1254,1991,46.55023,9.56363,694.5
1255,1991,46.5509,10.21493,633.4
1256,1991,46.55106,9.88928,668.7
1257,1991,46.70077,5.96788,595.1
1258,1991,46.71353,6.29425,596.7
1259,1991,46.71743,6.61481,599.0
1260,1991,46.73315,6.94607,563.8
1261,1991,46.74177,7.27367,557.0
1262,1991,46.7526,7.59435,533.5
1263,1991,46.75935,7.92738,559.1
1264,1991,46.76125,8.25429,567.2
1265,1991,46.76689,8.58083,645.7
1266,1991,46.7707,8.90778,638.9
1267,1991,46.77352,9.23477,676.1
1268,1991,46.77487,10.54287,669.8
1269,1991,46.77534,9.56178,679.9
1270,1991,46.77602,10.21584,690.2
1271,1991,46.77618,9.88881,681.5
1272,1991,46.93727,6.27833,586.3
1273,1991,46.94998,6.60302,597.7
1274,1991,46.96392,7.26749,546.0
1275,1991,46.97448,7.59006,570.9
1276,1991,46.98129,7.91822,605.1
1277,1991,46.98568,8.23908,578.8
1278,1991,46.99292,6.92433,591.4
1279,1991,46.99537,8.9035,669.9
1280,1991,46.99859,9.23149,730.0
1281,1991,46.99995,10.54519,683.3
1282,1991,47.00042,9.55991,739.0
1283,1991,47.0011,10.21676,740.3
1284,1991,47.00126,9.88833,770.6
1285,1991,47.00145,8.58394,607.3
1286,1991,47.17286,6.59151,588.2
1287,1991,47.18271,6.9208,584.1
1288,1991,47.1942,7.25201,594.3
1289,1991,47.1994,7.57969,625.6
1290,1991,47.20625,7.90927,599.3
1291,1991,47.2126,8.24111,623.3
1292,1991,47.21777,8.56578,635.7
1293,1991,47.2223,8.90493,720.7
1294,1991,47.22548,9.55801,843.5
1295,1991,47.22736,9.22899,842.5
1296,1991,47.40752,6.90748,601.3
1297,1991,47.41641,7.2383,586.2
1298,1991,47.42132,9.55533,810.1
1299,1991,47.4243,7.56921,616.9
1300,1991,47.43118,7.90021,636.3
1301,1991,47.43706,8.23129,650.8
1302,1991,47.44387,8.56124,654.5
1303,1991,47.44579,8.89361,692.9
1304,1991,47.44849,9.22459,738.1
1305,1991,47.64917,7.55861,626.5
1306,1991,47.65609,7.89106,691.8
1307,1991,47.66199,8.22357,718.8
1308,1991,47.66689,8.55615,719.6
1309,1991,47.66881,8.88097,738.1
1310,1991,47.67466,9.2107,728.8
1311,1991,47.69319,9.57481,714.0
1312,1991,47.89182,8.54981,708.1
1313,1992,45.83319,6.99776,710.3
1314,1992,45.84178,7.31894,661.5
1315,1992,45.8494,7.64021,712.5
1316,1992,45.85606,7.96156,683.6
1317,1992,45.86814,9.24811,799.6
1318,1992,45.86874,8.92559,778.6
1319,1992,46.02644,6.01836,752.8
1320,1992,46.04858,6.66286,661.3
1321,1992,46.05819,6.98528,668.6
1322,1992,46.06682,7.30779,677.3
1323,1992,46.07448,7.6304,697.3
1324,1992,46.08116,7.95308,651.5
1325,1992,46.08687,8.27583,691.6
1326,1992,46.09494,8.92544,711.5
1327,1992,46.09638,8.58469,643.9
1328,1992,46.10113,9.23792,677.7
1329,1992,46.25144,6.00029,721.6
1330,1992,46.25152,6.33557,672.5
1331,1992,46.2735,6.64891,669.9
1332,1992,46.28289,6.97299,640.5
1333,1992,46.29183,7.29652,651.6
1334,1992,46.29953,7.62048,634.0
1335,1992,46.30624,7.94451,654.4
1336,1992,46.31198,8.26861,654.6
1337,1992,46.31673,8.59276,661.2
1338,1992,46.3205,8.91696,620.9
1339,1992,46.32329,9.2412,628.6
1340,1992,46.3251,9.56547,632.6
1341,1992,46.32576,10.21403,606.5
1342,1992,46.32592,9.88974,645.8
1343,1992,46.47603,5.98489,748.8
1344,1992,46.50778,6.2883,719.9
1345,1992,46.51673,6.97082,641.6
1346,1992,46.51681,7.28513,660.9
1347,1992,46.52454,7.61045,675.3
1348,1992,46.53129,7.93584,670.4
1349,1992,46.53456,6.64066,701.4
1350,1992,46.53705,8.2613,656.0
1351,1992,46.54183,8.58683,671.6
1352,1992,46.54562,8.9124,603.1
1353,1992,46.54842,9.238,640.2
1354,1992,46.54976,10.54057,649.1
1355,1992,46.55023,9.56363,684.7
1356,1992,46.5509,10.21493,670.5
1357,1992,46.55106,9.88928,716.4
1358,1992,46.70077,5.96788,721.1
1359,1992,46.71353,6.29425,682.7
1360,1992,46.71743,6.61481,673.2
1361,1992,46.73315,6.94607,620.8
1362,1992,46.74177,7.27367,649.2
1363,1992,46.7526,7.59435,650.1
1364,1992,46.75935,7.92738,663.9
1365,1992,46.76125,8.25429,666.5
1366,1992,46.76689,8.58083,663.7
1367,1992,46.7707,8.90778,627.1
1368,1992,46.77352,9.23477,705.9
1369,1992,46.77487,10.54287,735.6
1370,1992,46.77534,9.56178,755.3
1371,1992,46.77602,10.21584,746.3
1372,1992,46.77618,9.88881,720.8
1373,1992,46.93727,6.27833,723.0
1374,1992,46.94998,6.60302,676.7
1375,1992,46.96392,7.26749,634.1
1376,1992,46.97448,7.59006,666.8
1377,1992,46.98129,7.91822,692.1
1378,1992,46.98568,8.23908,685.5
1379,1992,46.99292,6.92433,624.4
1380,1992,46.99537,8.9035,700.2
1381,1992,46.99859,9.23149,795.1
1382,1992,46.99995,10.54519,757.9
1383,1992,47.00042,9.55991,842.9
1384,1992,47.0011,10.21676,786.5
1385,1992,47.00126,9.88833,813.5
1386,1992,47.00145,8.58394,662.7
1387,1992,47.17286,6.59151,697.2
1388,1992,47.18271,6.9208,681.9
1389,1992,47.1942,7.25201,668.6
1390,1992,47.1994,7.57969,672.5
1391,1992,47.20625,7.90927,710.5
1392,1992,47.2126,8.24111,724.1
1393,1992,47.21777,8.56578,740.1
1394,1992,47.2223,8.90493,804.2
1395,1992,47.22548,9.55801,944.6
1396,1992,47.22736,9.22899,995.1
1397,1992,47.40752,6.90748,673.1
1398,1992,47.41641,7.2383,657.0
1399,1992,47.42132,9.55533,979.4
1400,1992,47.4243,7.56921,703.8
1401,1992,47.43118,7.90021,720.3
1402,1992,47.43706,8.23129,749.1
1403,1992,47.44387,8.56124,717.9
1404,1992,47.44579,8.89361,820.7
1405,1992,47.44849,9.22459,906.3
1406,1992,47.64917,7.55861,719.9
1407,1992,47.65609,7.89106,821.7
1408,1992,47.66199,8.22357,838.2
1409,1992,47.66689,8.55615,831.2
1410,1992,47.66881,8.88097,855.4
1411,1992,47.67466,9.2107,922.7
1412,1992,47.69319,9.57481,923.3
1413,1992,47.89182,8.54981,904.8
1414,1993,45.83319,6.99776,769.3
1415,1993,45.84178,7.31894,738.7
1416,1993,45.8494,7.64021,758.4
1417,1993,45.85606,7.96156,748.1
1418,1993,45.86814,9.24811,912.2
1419,1993,45.86874,8.92559,825.2
1420,1993,46.02644,6.01836,890.2
1421,1993,46.04858,6.66286,719.0
1422,1993,46.05819,6.98528,683.1
1423,1993,46.06682,7.30779,705.0
1424,1993,46.07448,7.6304,762.0
1425,1993,46.08116,7.95308,731.9
1426,1993,46.08687,8.27583,767.6
1427,1993,46.09494,8.92544,934.9
1428,1993,46.09638,8.58469,836.7
1429,1993,46.10113,9.23792,851.4
1430,1993,46.25144,6.00029,875.6
1431,1993,46.25152,6.33557,784.2
1432,1993,46.2735,6.64891,696.9
1433,1993,46.28289,6.97299,623.2
1434,1993,46.29183,7.29652,644.0
1435,1993,46.29953,7.62048,682.3
1436,1993,46.30624,7.94451,740.8
1437,1993,46.31198,8.26861,807.0
1438,1993,46.31673,8.59276,847.3
1439,1993,46.3205,8.91696,925.1
1440,1993,46.32329,9.2412,858.7
